DateTime,Segment,Segment_Label,Daily_Energy_kWh,Max_Active_Power,Peak_to_Average_Ratio,Power_Variability,Sub_Metering_1,Sub_Metering_2,Sub_Metering_3,Submeter_1_kWh,Submeter_2_kWh,Submeter_3_kWh,Submeter_Total_kWh,Reactive_to_Active_Ratio,Avg_Voltage,DayOfWeek,IsWeekend,Month,Year
2007-01-15,0,Moderate Stable Consumption,35.811299999999996,5.896,3.9513784755091272,0.6440740155060233,1099.0,2239.0,15163.0,1.099,2.239,15.163,18.501,0.0813802719625742,241.2409097222222,0,0,1,2007
2007-01-16,0,Moderate Stable Consumption,28.106733333333334,5.57,4.756155701717976,0.8505924550580863,2063.0,644.0,6583.0,2.063,0.644,6.583,9.290000000000001,0.1099546727830342,241.94475694444446,1,0,1,2007
2007-01-17,1,High Consumption High Demand,47.46146666666667,8.0,4.045386994642672,0.7272134656333288,3500.0,5737.0,16064.0,3.5,5.737,16.064,25.301000000000002,0.07049648697469667,241.00525,2,0,1,2007
2007-01-18,0,Moderate Stable Consumption,30.3577,6.808,5.38222592620653,0.8615580576704049,0.0,336.0,13491.0,0.0,0.336,13.491,13.827,0.09756558193363353,240.89359722222224,3,0,1,2007
2007-01-19,2,Low Consumption High Variability,24.674,6.132,5.964497041420118,0.9700687213638688,2103.0,330.0,7172.0,2.103,0.33,7.172,9.605,0.11486585069303719,240.16094444444445,4,0,1,2007
2007-01-20,1,High Consumption High Demand,52.22886666666667,8.658,3.9784895453727374,0.6923243202583271,4324.0,5222.0,11440.0,4.324,5.222,11.44,20.985999999999997,0.07606330088214308,238.8674722222222,5,1,1,2007
2007-01-21,1,High Consumption High Demand,56.7877,8.018,3.3886211274624607,0.784032085653848,10346.0,5567.0,11599.0,10.346,5.567,11.599,27.512,0.06742539904474618,238.96811805555558,6,1,1,2007
2007-01-22,1,High Consumption High Demand,36.34156666666667,7.722,5.099615041362187,0.8153280375412593,1054.0,2983.0,11361.0,1.054,2.983,11.361,15.398,0.07734118965702266,241.60313194444444,0,0,1,2007
2007-01-23,0,Moderate Stable Consumption,29.627333333333336,6.036,4.889538939267793,0.993885351151509,0.0,1064.0,5061.0,0.0,1.064,5.061,6.125,0.07778852861096736,242.76255555555556,1,0,1,2007
2007-01-24,1,High Consumption High Demand,49.79756666666666,7.248,3.4931827324896063,0.5649996590594639,3464.0,2480.0,11744.0,3.464,2.48,11.744,17.688,0.059594612052663885,241.45769444444446,2,0,1,2007
2007-01-25,0,Moderate Stable Consumption,26.605733333333333,5.832,5.26082097593,0.8926860084331061,1158.0,262.0,11239.0,1.158,0.262,11.239,12.659,0.09030635000977232,243.42436111111112,3,0,1,2007
2007-01-26,0,Moderate Stable Consumption,26.9662,5.024,4.471375277198864,0.8031196406571913,1163.0,261.0,8238.0,1.163,0.261,8.238,9.661999999999999,0.08832167676572895,242.77179166666667,4,0,1,2007
2007-01-27,1,High Consumption High Demand,34.06786666666667,6.204,4.370570116903906,0.7883810281594155,1170.0,3896.0,12374.0,1.17,3.896,12.374,17.44,0.07252288569091499,241.61656944444442,5,1,1,2007
2007-01-28,1,High Consumption High Demand,51.54041666666667,7.552,3.5166188347332588,0.629844204060671,3466.0,3997.5,12061.0,3.466,3.9975,12.061,19.5245,0.04967881193561687,240.30152083333334,6,1,1,2007
2007-01-29,0,Moderate Stable Consumption,33.0444,4.908,3.564658459527182,0.6783116851565436,1123.0,294.0,15254.0,1.123,0.294,15.254,16.671,0.08357240561184347,240.9295972222222,0,0,1,2007
2007-01-30,0,Moderate Stable Consumption,28.4633,6.166,5.199116054709046,0.9824159109353309,1123.0,1424.0,8149.0,1.123,1.424,8.149,10.695999999999998,0.10594578515726098,241.84087499999998,1,0,1,2007
2007-01-31,1,High Consumption High Demand,39.39586666666666,6.59,4.014634360965109,0.7842122665655191,0.0,5950.0,15052.0,0.0,5.95,15.052,21.002,0.07868338133611309,239.92113194444443,2,0,1,2007
2007-02-01,0,Moderate Stable Consumption,30.412666666666667,7.482,5.904381946118941,0.8736165388228477,1170.0,386.0,13145.0,1.17,0.386,13.145,14.701,0.08234726758587431,240.3921388888889,3,0,2,2007
2007-02-02,0,Moderate Stable Consumption,27.7956,5.448,4.704053879031214,0.8550569161040175,0.0,356.0,11338.0,0.0,0.356,11.338,11.693999999999999,0.08367151635510656,240.3343888888889,4,0,2,2007
2007-02-03,1,High Consumption High Demand,67.16203333333334,7.904,2.82445290270644,0.4966712194482724,4746.0,4573.0,17834.0,4.746,4.573,17.834,27.153,0.06100271929428382,238.91019444444444,5,1,2,2007
2007-02-04,1,High Consumption High Demand,59.93233333333333,7.698,3.0826765741363875,0.5082979487147479,3391.0,4597.0,14472.0,3.391,4.597,14.472,22.46,0.05186237812644261,239.63333333333333,6,1,2,2007
2007-02-05,1,High Consumption High Demand,27.421333333333333,5.816,5.09034328503355,0.9320516458177817,896.0,2564.0,7849.0,0.896,2.564,7.849,11.309000000000001,0.08948507244967423,240.81031249999998,0,0,2,2007
2007-02-06,0,Moderate Stable Consumption,21.224666666666668,4.816,5.445739234224329,0.8814297704213206,1185.0,405.0,4517.0,1.185,0.405,4.517,6.107,0.11194993246851148,241.26415972222225,1,0,2,2007
2007-02-07,1,High Consumption High Demand,38.8003,6.694,4.140586541856635,0.7383775187625744,3299.0,3513.0,11986.0,3.299,3.513,11.986,18.798000000000002,0.07633446133148454,241.14969444444444,2,0,2,2007
2007-02-08,0,Moderate Stable Consumption,30.023566666666667,5.58,4.460496032561089,0.8412953776565523,2226.0,366.0,10157.0,2.226,0.366,10.157,12.749,0.07710387506703067,241.79730555555554,3,0,2,2007
2007-02-09,0,Moderate Stable Consumption,27.003300000000003,6.146,5.462443479130328,0.8954643943372951,0.0,3045.0,9770.0,0.0,3.045,9.77,12.815,0.09755968097726327,241.74044444444445,4,0,2,2007
2007-02-10,1,High Consumption High Demand,47.15546666666667,6.88,3.5016088625991757,0.766498393180091,5071.0,2831.0,14405.0,5.071,2.831,14.405,22.307,0.06820488822787601,240.0368263888889,5,1,2,2007
2007-02-11,1,High Consumption High Demand,59.52046666666667,7.426,2.9943313616492704,0.4977243882382436,2430.0,4765.0,13114.0,2.43,4.765,13.114,20.309,0.057211132977228,239.5061458333333,6,1,2,2007
2007-02-12,0,Moderate Stable Consumption,31.293499999999998,6.514,4.995797849393645,0.80688461699355,2227.0,399.0,11517.0,2.227,0.399,11.517,14.142999999999999,0.07280745202677874,240.09850000000003,0,0,2,2007
2007-02-13,1,High Consumption High Demand,23.575766666666667,4.972,5.061468485294929,0.9570047119325685,0.0,2828.0,6256.0,0.0,2.828,6.256,9.084,0.09520934632030346,241.16685416666667,1,0,2,2007
2007-02-14,1,High Consumption High Demand,41.644533333333335,6.008,3.462447251980252,0.78804345193993,3295.0,3793.0,11579.0,3.295,3.793,11.579,18.667,0.08104545134375381,240.3753888888889,2,0,2,2007
2007-02-15,0,Moderate Stable Consumption,33.0891,7.234,5.246924213713881,0.8898903254705683,0.0,2363.0,14028.0,0.0,2.363,14.028,16.391000000000002,0.08359449687862971,240.66922222222223,3,0,2,2007
2007-02-16,0,Moderate Stable Consumption,28.375466666666668,6.316,5.342079542891512,0.9605495653535044,1148.0,859.0,8689.0,1.148,0.859,8.689,10.696,0.08909456995714608,240.82094444444442,4,0,2,2007
2007-02-17,1,High Consumption High Demand,34.615199999999994,7.33,5.082160438189004,0.8750039953284171,1765.0,2226.0,7157.0,1.765,2.226,7.157,11.148,0.11505928031616168,239.31603472222224,5,1,2,2007
2007-02-18,1,High Consumption High Demand,63.82936666666667,7.16,2.692177738459988,0.5858813819180431,6107.0,8003.0,13129.0,6.107,8.003,13.129,27.238999999999997,0.06672007294448061,239.17080555555557,6,1,2,2007
2007-02-19,1,High Consumption High Demand,36.44356666666667,7.682,5.0589998966438525,0.9046375448803405,1634.0,2900.0,13085.0,1.634,2.9,13.085,17.619,0.08075682310641019,239.78958333333333,0,0,2,2007
2007-02-20,1,High Consumption High Demand,52.498799999999996,8.374,3.828201787469428,0.594055150736796,2058.0,5191.0,9713.0,2.058,5.191,9.713,16.962,0.05941659618886526,239.86544444444445,1,0,2,2007
2007-02-21,1,High Consumption High Demand,34.5479,8.974,6.234127110475601,0.8775658895868168,3527.0,2332.0,11548.0,3.527,2.332,11.548,17.407,0.09159746323220803,240.46096527777777,2,0,2,2007
2007-02-22,1,High Consumption High Demand,56.290333333333336,9.41,4.012056540199324,0.6654149445780707,1409.0,4165.0,12285.0,1.409,4.165,12.285,17.859,0.040902227143796155,238.62018055555555,3,0,2,2007
2007-02-23,0,Moderate Stable Consumption,21.891333333333332,5.468,5.994701099369613,0.7866119248215429,0.0,503.0,10786.0,0.0,0.503,10.786,11.289,0.11370100800925784,240.68596527777777,4,0,2,2007
2007-02-24,3,Very Low Consumption,11.915366666666667,2.464,4.963002956965934,1.0598147071516082,0.0,363.0,3562.0,0.0,0.363,3.562,3.925,0.1709305350793513,239.86310416666666,5,1,2,2007
2007-02-25,3,Very Low Consumption,8.362333333333334,1.536,4.408338980348387,0.786906751128571,0.0,329.0,1660.0,0.0,0.329,1.66,1.9889999999999999,0.2266831426635309,241.6815486111111,6,1,2,2007
2007-02-26,3,Very Low Consumption,9.474733333333335,1.558,3.946496295410249,0.8612646184797838,0.0,331.0,2830.0,0.0,0.331,2.83,3.161,0.19047149963763269,241.27359027777777,0,0,2,2007
2007-02-27,3,Very Low Consumption,8.6352,1.47,4.0856031128404675,0.7933095024641846,0.0,314.0,1924.0,0.0,0.314,1.924,2.238,0.21849329874621706,242.94427083333332,1,0,2,2007
2007-02-28,3,Very Low Consumption,8.679566666666666,1.486,4.108960892824911,0.8019594609761026,0.0,340.0,1973.0,0.0,0.34,1.973,2.313,0.21769904027466808,242.15959027777777,2,0,2,2007
2007-03-01,3,Very Low Consumption,8.626066666666667,1.472,4.09549350418499,0.8103168662183329,0.0,316.0,1980.0,0.0,0.316,1.98,2.296,0.20795109397098718,241.3214027777778,3,0,3,2007
2007-03-02,3,Very Low Consumption,8.5948,1.468,4.099222785870527,0.7971495937008442,0.0,340.0,1969.0,0.0,0.34,1.969,2.309,0.2075053132902065,240.59159722222225,4,0,3,2007
2007-03-03,0,Moderate Stable Consumption,13.652033333333332,4.242,7.457350675479355,0.9471755828484095,0.0,347.0,4597.0,0.0,0.347,4.597,4.944000000000001,0.16480084773696713,241.28808333333336,5,1,3,2007
2007-03-04,1,High Consumption High Demand,34.845,10.67,7.349117520447698,1.2472852456347927,1476.0,8711.0,9408.0,1.476,8.711,9.408,19.595,0.08403022910986752,240.0297986111111,6,1,3,2007
2007-03-05,1,High Consumption High Demand,44.33886666666667,9.486,5.134637330979743,0.9136763721535008,5727.0,12109.0,10026.0,5.727,12.109,10.026,27.862,0.07741740504568603,240.03090972222222,0,0,3,2007
2007-03-06,2,Low Consumption High Variability,20.775,6.508,7.5182671480144405,1.0613703526631184,0.0,1740.0,4700.0,0.0,1.74,4.7,6.44,0.14933654231849178,240.98806944444445,1,0,3,2007
2007-03-07,1,High Consumption High Demand,39.58676666666667,5.98,3.625453960624889,0.8459339386628968,1076.0,4761.0,15513.0,1.076,4.761,15.513,21.35,0.07207795871179172,240.3235625,2,0,3,2007
2007-03-08,2,Low Consumption High Variability,26.2022,6.354,5.819969315553656,1.1349635985666076,2180.0,3385.0,6655.0,2.18,3.385,6.655,12.219999999999999,0.11920373098442114,240.66542361111112,3,0,3,2007
2007-03-09,0,Moderate Stable Consumption,21.2102,5.444,6.1600550678447155,0.8889858493878549,1093.0,345.0,8631.0,1.093,0.345,8.631,10.069,0.09369548613402984,240.88846527777778,4,0,3,2007
2007-03-10,1,High Consumption High Demand,41.41186666666667,6.35,3.680104575500098,0.7966250271972466,4130.0,5422.0,10979.0,4.13,5.422,10.979,20.531,0.09801055414068109,239.80283333333335,5,1,3,2007
2007-03-11,1,High Consumption High Demand,58.0106,7.142,2.9547703350766934,0.48453933656230014,4810.0,3420.0,9500.0,4.81,3.42,9.5,17.73,0.04981101155076256,240.00729166666667,6,1,3,2007
2007-03-12,1,High Consumption High Demand,32.51113333333333,6.078,4.486832203122213,0.7713794200252682,1403.0,2841.0,12353.0,1.403,2.841,12.353,16.597,0.06891075262422923,240.55871527777776,0,0,3,2007
2007-03-13,2,Low Consumption High Variability,21.5024,5.77,6.440211325247414,1.1148024854853555,1350.0,3859.0,5323.0,1.35,3.859,5.323,10.532,0.09822004365404172,240.89796527777779,1,0,3,2007
2007-03-14,1,High Consumption High Demand,29.889400000000002,6.114,4.90929894879121,0.9270313856913321,3485.0,480.0,8607.0,3.485,0.48,8.607,12.572,0.08783604443938876,240.77729166666666,2,0,3,2007
2007-03-15,0,Moderate Stable Consumption,31.413566666666668,4.574,3.494541105912838,0.8276169125463518,0.0,3263.0,11036.0,0.0,3.263,11.036,14.299,0.08453141795423845,240.28049305555552,3,0,3,2007
2007-03-16,1,High Consumption High Demand,28.36756666666667,5.342,4.519527582556134,0.9079270694226087,1106.0,4604.0,5370.0,1.106,4.604,5.37,11.08,0.07650051055959446,239.52713194444445,4,0,3,2007
2007-03-17,0,Moderate Stable Consumption,33.8015,5.642,4.005976066150911,0.8341767495609038,2208.0,359.0,12275.0,2.208,0.359,12.275,14.842,0.06265402422969395,238.22465277777778,5,1,3,2007
2007-03-18,1,High Consumption High Demand,39.51743333333333,7.994,4.854971181495425,0.9529804408427149,6564.0,7369.0,5856.0,6.564,7.369,5.856,19.789,0.10183269325015204,241.04781944444443,6,1,3,2007
2007-03-19,1,High Consumption High Demand,35.8753,7.452,4.9852684158738745,0.8364477863182477,1648.0,2686.0,14118.0,1.648,2.686,14.118,18.451999999999998,0.06725332842745102,240.49709027777777,0,0,3,2007
2007-03-20,1,High Consumption High Demand,34.77046666666667,6.55,4.521078233059857,0.9937816998503859,3745.0,2837.0,11255.0,3.745,2.837,11.255,17.837000000000003,0.07902779561965423,240.8156388888889,1,0,3,2007
2007-03-21,1,High Consumption High Demand,35.70153333333334,5.88,3.952771402908932,0.7105288199745824,1865.0,4133.0,12335.0,1.865,4.133,12.335,18.333000000000002,0.06667780842279417,240.98664583333334,2,0,3,2007
2007-03-22,0,Moderate Stable Consumption,24.249633333333335,5.744,5.684869461943753,0.9071494504030955,353.0,736.0,10462.0,0.353,0.736,10.462,11.551,0.07823211072607282,241.76352777777777,3,0,3,2007
2007-03-23,0,Moderate Stable Consumption,21.8168,4.314,4.745700561035532,0.9016632716037094,1127.0,777.0,8369.0,1.127,0.777,8.369,10.273,0.09128133670688032,241.64547916666666,4,0,3,2007
2007-03-24,1,High Consumption High Demand,49.47383333333333,7.186,3.485963960746927,0.7745507849279273,3707.0,5797.0,16382.0,3.707,5.797,16.382,25.886000000000003,0.06435186276920796,239.70447222222222,5,1,3,2007
2007-03-25,1,High Consumption High Demand,55.61088333333333,7.918,3.417172837571063,0.5186697881419863,4630.0,3600.0,9358.0,4.63,3.6,9.358,17.588,0.0707895007362168,240.03453819444442,6,1,3,2007
2007-03-26,0,Moderate Stable Consumption,23.601366666666667,5.804,5.902031097069237,0.8746355041717233,1088.0,344.0,9096.0,1.088,0.344,9.096,10.528,0.11366997108924483,241.3368125,0,0,3,2007
2007-03-27,2,Low Consumption High Variability,18.419,5.938,7.737227862533254,1.241094624313298,0.0,3019.0,3697.0,0.0,3.019,3.697,6.716,0.13729120292451635,240.60197916666664,1,0,3,2007
2007-03-28,1,High Consumption High Demand,38.8983,6.714,4.142494659149628,0.8189489045682979,1122.0,8527.0,13888.0,1.122,8.527,13.888,23.537,0.08420162320718387,240.4446111111111,2,0,3,2007
2007-03-29,0,Moderate Stable Consumption,26.506766666666667,6.49,5.876235376375592,0.9956533389845458,1162.0,460.0,10724.0,1.162,0.46,10.724,12.346,0.12493413631487807,240.5366875,3,0,3,2007
2007-03-30,0,Moderate Stable Consumption,23.373233333333335,5.098,5.234705795946075,0.9141536378495388,1094.0,468.0,8217.0,1.094,0.468,8.217,9.779,0.1291562856087519,241.03922916666667,4,0,3,2007
2007-03-31,1,High Consumption High Demand,58.49183333333334,7.098,2.9124065752768904,0.5339497106078824,2620.0,7707.0,17682.0,2.62,7.707,17.682,28.009,0.065964764311827,239.26077083333334,5,1,3,2007
2007-04-01,1,High Consumption High Demand,46.43253333333333,8.16,4.217732394527975,0.7342548758490708,4629.0,5401.0,19509.0,4.629,5.401,19.509,29.539,0.07270477021858238,240.02448611111112,6,1,4,2007
2007-04-02,0,Moderate Stable Consumption,32.679633333333335,6.338,4.654642187947846,0.7693239597702934,1755.0,970.0,16641.0,1.755,0.97,16.641,19.366,0.08891164629550108,240.46011805555557,0,0,4,2007
2007-04-03,2,Low Consumption High Variability,27.380333333333333,7.928,6.949221460659111,1.1552323620324372,3630.0,1042.0,7637.0,3.63,1.042,7.637,12.309,0.10272580075723452,240.50495833333335,1,0,4,2007
2007-04-04,0,Moderate Stable Consumption,34.1978,6.266,4.3974758610202995,0.7892435969795133,3434.0,420.0,14748.0,3.434,0.42,14.748,18.602,0.08398103581711885,240.33178472222224,2,0,4,2007
2007-04-05,1,High Consumption High Demand,30.73463333333333,8.102,6.326673817484944,1.1117598988576929,1086.0,4277.0,10523.0,1.086,4.277,10.523,15.886,0.13260718906683994,241.1731041666667,3,0,4,2007
2007-04-06,1,High Consumption High Demand,26.68566666666667,5.812,5.227075708557653,0.9029981912544157,0.0,5466.0,9166.0,0.0,5.466,9.166,14.632000000000001,0.08944502042294863,241.18445138888887,4,0,4,2007
2007-04-07,1,High Consumption High Demand,25.898733333333332,5.44,5.04117318478896,1.0904307402156985,1127.0,3111.0,5923.0,1.127,3.111,5.923,10.161000000000001,0.08927721046846564,240.37859027777776,5,1,4,2007
2007-04-08,0,Moderate Stable Consumption,26.8136,3.598,3.220455291344691,0.8161340690252652,0.0,485.0,3545.0,0.0,0.485,3.545,4.03,0.08446087060297759,240.34918055555556,6,1,4,2007
2007-04-09,2,Low Consumption High Variability,16.682,3.766,5.418055389042082,1.0891712167814784,2667.0,514.0,3801.0,2.667,0.514,3.801,6.982,0.15996283419254287,240.55048611111113,0,0,4,2007
2007-04-10,3,Very Low Consumption,12.956066666666667,3.076,5.698025635352293,0.8406697698568261,209.0,742.0,2572.0,0.209,0.742,2.572,3.523,0.19159621490061282,240.8137013888889,1,0,4,2007
2007-04-11,3,Very Low Consumption,14.791366666666667,2.906,4.715182955823329,0.8351759693288209,0.0,1112.0,6421.0,0.0,1.112,6.421,7.533,0.21684496136259665,241.1548263888889,2,0,4,2007
2007-04-12,3,Very Low Consumption,8.961766666666668,1.542,4.129542910066096,0.752887596129677,0.0,541.0,1818.0,0.0,0.541,1.818,2.359,0.2748937151528903,240.25606249999998,3,0,4,2007
2007-04-13,3,Very Low Consumption,9.1837,1.466,3.8311355989416027,0.748737556912916,0.0,558.0,1988.0,0.0,0.558,1.988,2.5460000000000003,0.2751977235028728,240.05048611111113,4,0,4,2007
2007-04-14,3,Very Low Consumption,9.2378,1.526,3.964580311329537,0.7480171138658862,0.0,578.0,2008.0,0.0,0.578,2.008,2.586,0.2807486631016043,240.31314583333332,5,1,4,2007
2007-04-15,2,Low Consumption High Variability,12.102733333333333,3.906,7.74568830181612,1.1179043920002254,0.0,1026.0,2893.0,0.0,1.026,2.893,3.9189999999999996,0.2362331374179938,240.23668750000002,6,1,4,2007
2007-04-16,2,Low Consumption High Variability,15.873166666666666,6.026,9.111225443358288,1.2170052011647945,952.0,1305.0,4656.0,0.952,1.305,4.656,6.912999999999999,0.1953758439294827,240.6571388888889,0,0,4,2007
2007-04-17,2,Low Consumption High Variability,20.395566666666664,6.41,7.542815677263197,1.0315408995906117,1532.0,389.0,6199.0,1.532,0.389,6.199,8.12,0.17843256786197004,240.19566666666668,1,0,4,2007
2007-04-18,2,Low Consumption High Variability,16.637433333333334,6.054,8.733077818493639,1.1205382698496222,1579.0,355.0,3430.0,1.579,0.355,3.43,5.364,0.1655143121034294,240.14677777777777,2,0,4,2007
2007-04-19,2,Low Consumption High Variability,17.144299999999998,5.798,8.116516859830966,0.881543037813612,733.0,1605.0,5748.0,0.733,1.605,5.748,8.086,0.14549053232464046,240.42984027777777,3,0,4,2007
2007-04-20,2,Low Consumption High Variability,13.709666666666667,5.814,10.177927982688614,1.3777840816293037,1069.0,360.0,3499.0,1.069,0.36,3.499,4.928,0.17705998200782902,240.13289583333332,4,0,4,2007
2007-04-21,2,Low Consumption High Variability,27.894266666666667,7.336,6.311834690043833,1.0578317442213323,6575.0,463.0,11129.0,6.575,0.463,11.129,18.167,0.1270619529939247,239.21323611111112,5,1,4,2007
2007-04-22,1,High Consumption High Demand,37.228566666666666,6.958,4.4855876804282016,0.8245068961331605,4264.0,2287.0,11102.0,4.264,2.287,11.102,17.653,0.11961871573531796,239.60888194444442,6,1,4,2007
2007-04-23,2,Low Consumption High Variability,17.5761,4.676,6.385034222609112,1.0244270785562228,1402.0,506.0,6005.0,1.402,0.506,6.005,7.913,0.1286216320268243,237.23564583333334,0,0,4,2007
2007-04-24,2,Low Consumption High Variability,17.201666666666664,5.638,7.866214514097472,1.0157062270541897,1125.0,527.0,6680.0,1.125,0.527,6.68,8.332,0.13105706811355491,235.3449236111111,1,0,4,2007
2007-04-25,2,Low Consumption High Variability,21.069366666666667,4.602,5.242112957041898,1.0129050007494145,0.0,1469.0,8812.0,0.0,1.469,8.812,10.280999999999999,0.130312412491437,234.94111111111113,2,0,4,2007
